id,elevation,slope,aspect,twi,fa,fa_x_slope,hli
mef1,2386,4.618702155005914,248.6362404464423,6.7866117679459,156.3637595535577,336.0439510988916,0.9896233550216057
mef10,2830,3.9892713953224916,317.603522806948,5.51330065732491,87.39647719305202,174.5583864303137,0.9544201069525676
mef11,2819,8.912359280623786,106.34991600389004,8.080844928273146,61.349916003890044,183.1514306111416,0.9035146503699435
mef12,2378,5.694729426295756,16.434553057524194,6.6724634604073465,28.565446942475802,68.16753199742094,0.9087000905587093
mef2,2505,10.501845321340275,17.719925940333347,9.822097127415015,27.280074059666646,88.40531047400223,0.8550093366504453
mef3,2688,20.065012077946292,118.91000268326756,5.8712281200903185,73.91000268326756,331.0723646926035,0.8397839672715194
mef4,2822,9.961312092842988,344.4717949380807,5.2051074804093584,60.52820506191932,191.03637507725077,0.8942492326957351
mef5,2610,7.9755907378426905,176.15168869200787,10.178432928918015,131.15168869200787,370.3866433620768,0.9869300183629424
mef6,2605,14.347032035075804,326.5326896194003,7.903240234125166,78.46731038059971,297.2143681653285,0.8920788598211239
mef7,2667,27.388613269270405,6.251586755065824,4.575237338348234,38.74841324493417,202.7864556793222,0.666074077939349
mef8,2656,12.05563022908845,2.523407121355763,16.052920510548677,42.476592878644226,147.48390678480155,0.8522574927178648
mef9,2657,18.72472102454282,3.180475252147519,6.701291749831748,41.81952474785248,180.96174314272642,0.777970485957649
mef13,2821,15.938521206205921,278.89217856394333,5.625334165795375,126.10782143605667,503.4612334154014,0.9859631086903062
mef14,2852,12.103538301962747,118.70655571513618,3.470190253149107,73.70655571513618,256.4261380570353,0.8978444076337434
mef15,2826,30.08575111458394,261.96986227345184,4.139107627963227,143.03013772654816,784.5271650392707,1.0126627660072491
mef16,2837,21.59718117652232,136.45453525973988,4.229657808121786,91.45453525973988,425.0145352512989,0.8810420769391496
mef17,2832,23.62246819266175,284.61581311359487,3.9973983608740333,120.38418688640513,585.1026703419853,0.9616659152246472
mef18,2834,35.54656786733829,46.37801552966079,3.862477050170351,1.3780155296607859,8.215858468280743,0.49719897990743356
mef19,2582,18.258611419383477,242.0749981977274,3.422994879953314,162.9250018022726,696.1801039815984,1.0401949904264498
mef20,2579,13.218407982214089,28.711697556291266,3.682614549744996,16.288302443708744,59.219590621492685,0.8154613492867541
mef21,2727,7.952722247345971,212.5785519848132,4.676270516004015,167.5785519848132,472.5810912774152,1.0081672792644012
mef22,2700,15.610364201570672,212.57889038638038,4.293412645695314,167.57889038638038,662.10341552636,1.0364414873142618
mef23,2682,22.292400784186903,9.238720695267586,5.177898754325897,35.761279304732426,168.8462687542383,0.7240372579790186
mef24,2756,2.0002246197304747,212.5781008029681,9.036837244474064,167.5781008029681,237.0045307647967,0.9779152001212831
mef25,2746,11.884036291369728,45.63455078665571,4.986614229975806,0.6345507866557227,2.1875015606251154,0.8280264064832394
mef26,2367,4.302672387440299,90,7.775303458225333,45,93.34297822850203,0.9294295675004922
mef27,2392,14.195965603363472,351.44815049930287,5.449270400602639,53.55184950069713,201.77016246509132,0.8463845250921131
